"Timestamp","Din TBF","Jordnötens nummer","Salt","Knaprig","Rostad","Flottig","Betygsätt totalupplevelsen","Kommentar"
"2016-09-24 20:11:18 +0200","ghg",16,7,3,4,4,3,""
"2016-09-24 20:12:00 +0200","ghg",6,6,2,7,6,4,""
"2016-09-24 20:12:00 +0200","ghg",10,1,5,5,4,2,""
"2016-09-24 20:12:00 +0200","ghg",3,5,5,4,6,4,""
"2016-09-24 20:12:00 +0200","ghg",2,4,5,5,4,4,""
"2016-09-24 20:12:00 +0200","ghg",5,3,7,4,4,4,""
